Category,Resume
Testing,COMPUTER SKILLS  SOFTWARE KNOWLEDGE MSPower Point MS  Office C Protius PCB Design Multisim Micro wind Matlab Keil Latex Basic I nternet Fundamentals Software and Hardware Knowledge PROJECT DETAILS Diploma Project Speed Control of DC Motor Using Heart Beats Mini Project Water Gardening System Using Solar Panel Final Year BE Project Iris Recognition systemEducation Details January 2016 BE EDUCATION Pune Maharashtra PUNE UniversityJanuary 2010 SSC   Maharashtra BoardQuality Engineer Quality Engineer  Matrix TechnologiesSkill Details MATLAB Exprience  6 monthsPCB Exprience  6 monthsPCB DESIGN Exprience  6 monthsCompany Details company  Matrix Technologiesdescription  company  RB Electronicsdescription  
Testing,Skill Set OS Windows XP788110 Database MYSQL sql server 2005 2008  2012 Languages Core Java Web Technology HTML CSS Testing Manual Testing Database Testing Other Bug tracking and reporting End user handlingEducation Details January 2016 MCS  Pune Maharashtra PVP College PravaranagarJanuary 2011 HSC   AKJunior CollegeJanuary 2009 SSC   AKMahavidyalyaJR TESTING ENGINEER JR TESTING ENGINEER  MTech Innovations LtdSkill Details TESTING Exprience  24 monthsWINDOWS XP Exprience  24 monthsCSS Exprience  6 monthsDATABASE Exprience  6 monthsDATABASE TESTING Exprience  6 monthsCompany Details company  MTech Innovations Ltddescription  Responsibilities      Analyzing the Testing Requirements      Preparing Test Plans Test Scenarios      Preparing Test Cases      Executing the test cases      Tracking bugs      Coordinating developers in order to fix it      Preparing test summary reports      Reporting quality manager      Attending meetingProjectsProject Name   1Web Based Time Attendance ApplicationEnvironment    Windows7 Vista Windows XP Windows 8 Windows 10Clients        MCCIA Sapphire Park Bramha Suncity Wanless hospitalRole           Software TestingDuration       6 monthsProject Name   Android 1Time Attendance Application   2Vehicle Tracking System   3Vistor Management SystemEnvironment    Android Mobile Android TabletClients        Vankan SecurityRole           Application TestingDuration       6 monthsProject Name   1Web Based Factory Automation Process   2Web Based Annual Maintenance ChargesEnvironment    Windows7 Vista Windows XP Windows 8 Windows 10Role           Software TestingDuration       6 monthsProject Name   Web Based Library Management SystemEnvironment    Windows7 Vista Windows XP Windows 8 Windows 10Role           Software TestingDuration       6 months
Testing, Good logical and analytical skills  Positive attitude towards solving problems and accepting challenges  A team player  leader  A good organizer PRESONAL DETAILS DOB 20071995 Marital status SingleEducation Details July 2015 to June 2018 BE Electrical Pune Maharashtra Sinhagad institute of technologyJanuary 2012 DIPLOMA MSBTE Kopargaon MAHARASHTRA IN KBPPolytechnicJanuary 2010 SSC SGVidyalaya  state boardTesting Engineer Electrical engineerSkill Details Company Details company  Intelux Electronics Pvt Ltddescription  1 Power management system Testing department
Testing,COMPUTER PROFICIENCY  Basic MSOffice PowerPoint word Outlook Excel  Language Known Basics of C CPP Java  Basics of Networking  Basics command of Linux PROJECT DETAILS Minor Project Details  Title Applocker for Android  Project Area Android Application  Description Applocker provides the protection of the System applications as well as the Third party applications installed in the Android devices The password protection is provided with the help of patterns of volume keys Hence an extra measure of privacy is acquired Major Project Details  Title Online Complaint System For Cyber Crimes  Project Area Android Application  Description Online Complaint System for Cyber Crimes is an android application which will be in use after a person lodged a complaint in Police station regarding cyber crime but no action has been taken against it within the prescribed time constraint Such person will directly use this application which will help himher to directly lodge the complaint to Commissioner Office and it will get store in the Commissioners database and necessary action will be taken against it STRENGTHS  Belief in team work both as a team member and a leader  Hard and ethical workerEducation Details January 2013 to January 2016 BE Yeshwantrao Chavan Nagpur Maharashtra Nagpur University Diploma Aggregate  Maharashtra State SSC Education Nagpur Maharashtra Maharashtra StateTesting engineer Skill Details ANDROID Exprience  6 monthsCPP Exprience  6 monthsDATABASE Exprience  6 monthsEXCEL Exprience  6 monthsJAVA Exprience  6 monthsSelenium Exprience  12 monthsAutomation Testing Exprience  12 monthsSelenium Webdriver Exprience  12 monthsManual Testing Exprience  6 monthsRegression Testing Exprience  6 monthsCompany Details company  Maxgen technologiesdescription  Im a software test engineer working at Maxgen technologies from past 1 year
Testing,Computer Skills  Proficient in MS office Word Basic Excel Power point Strength  Hard working Loyalty  Creativity  Selfmotivated Responsible  Initiative  Good people management skill  positive attitude  knowledge of windows InternetEducation Details  Bachelor of Electrical Engineering Electrical Engineering Nashik Maharashtra Guru Gobind Singh College of Engineering and Research Centre Diploma Electrical Engineering Nashik Maharashtra S M E S Polytechnic CollegeTesting Engineer Skill Details EXCEL Exprience  6 monthsMS OFFICE Exprience  6 monthsWORD Exprience  6 monthsCompany Details company  description  Department TestingResponsibilities  To check ACB and VCB of  Circuit Breaker Following test conducted of Circuit Breaker as per drawing1 To check breaker timing2 To check contact resistance using contact resistance meter CRM 3 To check breaker insulation resistance IR 4 To check breaker rack out and rack in properly or not5 To check closing and tripping operation work properly or not To check and following test conducted in MCC  PCC panel1 Insulation Resistance IR test2 Contact Resistance CRM test3 To check connection on mcc  pcc panel as per drawing To check and following test conducted in transformer1  Insulation Resistance IR test2  Transformer Ratio test3 Transformer Vector Group test4 Magnetic Balance test5 Magnetic Current test6 To check the transformer tapping remotely as well as manually 7 To check the all alarm and tripping protection command work properlyOr not as per circuit diagram  To check and test conducted in HV cables1 HiPot test2 Insulation resistance IR test To check the LV cables using megger IR Test  To check the relay connections as per circuit diagramCreate the defects list which arising during the testing and try to find the solution to minimize the problemcompany  TRANS POWER SOLUTIONSdescription  LakeSite COOpSoc Adi Shankaracharya MargOpp IIT Main Gate Powai 400076
Testing, Willingness to accept the challenges  Positive thinking  Good learner  Team Player DECLARATION I hereby declare that the above mentioned information is correct up to my knowledge and I bear the responsibility for the correctness of the above mentioned particulars Date   Name Dongare Mandakini Murlidhar Signature Education Details June 2015 Electronics and Telecommunication Engineering  Kolhapur Maharashtra Shivaji UniversityJune 2012  Education  Secondary and Higher Secondary BE Electronics and Telecommunication  Jaywant College of Engineering and ManagementTesting Engineer Electronics Engineer  Abacus Electronics Pvt LtdSkill Details Language  C C Exprience  Less than 1 year monthsOperating Systems Windows 78NTXP Exprience  Less than 1 year monthsCompany Details company  Abacus Electronics Pvt Ltddescription  Duties Perform electronic system testing for acceptance compliance warranty and other types Develop test plan and procedure for electronic systems Maintain complete and accurate documentations for system testing Analyze and troubleshoot test defects in a timely fashion Write system assembly instructions and resolve assembly issues accurately Work with Supervisors to plan and coordinate test activities Evaluate system performance and suggest improvements Understand and interpret drawings schematics technical manuals and instructions Also performed Hardware testing debugging of hardware PCBs Follow company policies and safely regulations Work with crossfunctional teams to complete assigned job duties within deadlines Recommend process improvements to enhance testing efficiencycompany  Minilec India Pvt Ltd  Pirangootdescription  Taking responsibility for the quality of a companys productWorking with the departmental manager production staff and suppliers to ensure quality they aim to minimize the cost of reworking or waste and maximize customer satisfaction with the productTo establish implement and maintain quality management system to measure and control quality in the production processWork with the aim that to eliminate the causes of quality issues and reduce the risk of failure
Testing,PERSONAL SKILLS  Quick learner  Eagerness to learn new things  Competitive attitude  Good leadership qualities  Ability to deal with people diplomatically PERSONAL DOSSIER Fathers Name Dhanraj WaghEducation Details January 2012 to January 2016 Bachelors of Engineering Engineering Pune Maharashtra Pune UniversityJanuary 2012 Higher Secondary Certificate  Nashik Maharashtra SND College of Engineering and Research CenterJanuary 2010 Secondary School Certificate  Yeola Maharashtra Swami Muktanand Jr College HSC   Maharashtra State Board SSC   Maharashtra State Bard BE  Rajapur Uttar Pradesh Madhyamik Vidya Mandir RajapurTesting and Quality Control Engineer Testing and Quality Control Engineer  MS Rakesh Transformer Industries Pvt LtdSkill Details Company Details company  MS Rakesh Transformer Industries Pvt Ltddescription  Responsibilities     To conduct Routine test Type Test Temperature Rise Test Special Test on Transformers as per IS  IEC upto  10 MVA  33 KV Class  preparing of its test reports     Routine tests Type tests and Special tests as per IS 2026 IS 1180 IS 11171IEC60076 testManualinspection plans of Power Transformers Distribution Transformers Inverter Duty Converter DutyMotor Duty Transformer Furnace Transformer Auto Transformers Dry Type VPI  CRT LT TransformersSpecial Transformers     Testing Remote Tap Changer Cubicle RTCC Panel with OLTC and its operation  CTR Esun MR     Functional Testing of Transformer Accessories  BR PRV MOG WTI OTI and its Setting     In case any failure in testing analyses the root cause and submit the CAPA     Assist the customer or their representative at the time of inspection     In process testing of winding core assembly and core coil assembly     Handling 3rd party and Government Bodys Inspection     Preparation of Daily Internal Testing Reports and send to concern     Support Certification Audits ISO  BIS     Calibrationvalidation of tools instruments Measuring equipments     Suggest the client about proper maintenance of transformer     Doing all documentation and Maintain Records and Analyze the Test Results and Maintain Testing Ledger     In process Quality Inspection of Winding Core assembly Core Coil assembly as per Standard and as perorganizational Norms     Pre Dispatch Quality Inspection of Complete Product     Implementation of WHYWHY analysiscompany  MS Silverline Electricals Pvt Ltddescription  Routine tests Type tests Temperature Rise Test and Special tests as per IS 2026 IS 1180 testManualinspection plans of Distribution Transformer Power Transformer     Successfully handled Responsibilities of ERDAs testing     On site commissioning of Transformer     Assist the customer or their representative at the time of inspection     In process testing of winding core assembly and core coil assembly     Successfully handling 3rd party and Government Bodys Inspection     Preparation of Daily Internal Testing Reports and send to concern     Suggest the client about proper maintenance of transformer
Testing,COMPUTER SKILLS  SOFTWARE KNOWLEDGE MSPower Point MS  Office C Protius PCB Design Multisim Micro wind Matlab Keil Latex Basic I nternet Fundamentals Software and Hardware Knowledge PROJECT DETAILS Diploma Project Speed Control of DC Motor Using Heart Beats Mini Project Water Gardening System Using Solar Panel Final Year BE Project Iris Recognition systemEducation Details January 2016 BE EDUCATION Pune Maharashtra PUNE UniversityJanuary 2010 SSC   Maharashtra BoardQuality Engineer Quality Engineer  Matrix TechnologiesSkill Details MATLAB Exprience  6 monthsPCB Exprience  6 monthsPCB DESIGN Exprience  6 monthsCompany Details company  Matrix Technologiesdescription  company  RB Electronicsdescription  
Testing,Skill Set OS Windows XP788110 Database MYSQL sql server 2005 2008  2012 Languages Core Java Web Technology HTML CSS Testing Manual Testing Database Testing Other Bug tracking and reporting End user handlingEducation Details January 2016 MCS  Pune Maharashtra PVP College PravaranagarJanuary 2011 HSC   AKJunior CollegeJanuary 2009 SSC   AKMahavidyalyaJR TESTING ENGINEER JR TESTING ENGINEER  MTech Innovations LtdSkill Details TESTING Exprience  24 monthsWINDOWS XP Exprience  24 monthsCSS Exprience  6 monthsDATABASE Exprience  6 monthsDATABASE TESTING Exprience  6 monthsCompany Details company  MTech Innovations Ltddescription  Responsibilities      Analyzing the Testing Requirements      Preparing Test Plans Test Scenarios      Preparing Test Cases      Executing the test cases      Tracking bugs      Coordinating developers in order to fix it      Preparing test summary reports      Reporting quality manager      Attending meetingProjectsProject Name   1Web Based Time Attendance ApplicationEnvironment    Windows7 Vista Windows XP Windows 8 Windows 10Clients        MCCIA Sapphire Park Bramha Suncity Wanless hospitalRole           Software TestingDuration       6 monthsProject Name   Android 1Time Attendance Application   2Vehicle Tracking System   3Vistor Management SystemEnvironment    Android Mobile Android TabletClients        Vankan SecurityRole           Application TestingDuration       6 monthsProject Name   1Web Based Factory Automation Process   2Web Based Annual Maintenance ChargesEnvironment    Windows7 Vista Windows XP Windows 8 Windows 10Role           Software TestingDuration       6 monthsProject Name   Web Based Library Management SystemEnvironment    Windows7 Vista Windows XP Windows 8 Windows 10Role           Software TestingDuration       6 months
Testing, Good logical and analytical skills  Positive attitude towards solving problems and accepting challenges  A team player  leader  A good organizer PRESONAL DETAILS DOB 20071995 Marital status SingleEducation Details July 2015 to June 2018 BE Electrical Pune Maharashtra Sinhagad institute of technologyJanuary 2012 DIPLOMA MSBTE Kopargaon MAHARASHTRA IN KBPPolytechnicJanuary 2010 SSC SGVidyalaya  state boardTesting Engineer Electrical engineerSkill Details Company Details company  Intelux Electronics Pvt Ltddescription  1 Power management system Testing department
Testing,COMPUTER PROFICIENCY  Basic MSOffice PowerPoint word Outlook Excel  Language Known Basics of C CPP Java  Basics of Networking  Basics command of Linux PROJECT DETAILS Minor Project Details  Title Applocker for Android  Project Area Android Application  Description Applocker provides the protection of the System applications as well as the Third party applications installed in the Android devices The password protection is provided with the help of patterns of volume keys Hence an extra measure of privacy is acquired Major Project Details  Title Online Complaint System For Cyber Crimes  Project Area Android Application  Description Online Complaint System for Cyber Crimes is an android application which will be in use after a person lodged a complaint in Police station regarding cyber crime but no action has been taken against it within the prescribed time constraint Such person will directly use this application which will help himher to directly lodge the complaint to Commissioner Office and it will get store in the Commissioners database and necessary action will be taken against it STRENGTHS  Belief in team work both as a team member and a leader  Hard and ethical workerEducation Details January 2013 to January 2016 BE Yeshwantrao Chavan Nagpur Maharashtra Nagpur University Diploma Aggregate  Maharashtra State SSC Education Nagpur Maharashtra Maharashtra StateTesting engineer Skill Details ANDROID Exprience  6 monthsCPP Exprience  6 monthsDATABASE Exprience  6 monthsEXCEL Exprience  6 monthsJAVA Exprience  6 monthsSelenium Exprience  12 monthsAutomation Testing Exprience  12 monthsSelenium Webdriver Exprience  12 monthsManual Testing Exprience  6 monthsRegression Testing Exprience  6 monthsCompany Details company  Maxgen technologiesdescription  Im a software test engineer working at Maxgen technologies from past 1 year
Testing,Computer Skills  Proficient in MS office Word Basic Excel Power point Strength  Hard working Loyalty  Creativity  Selfmotivated Responsible  Initiative  Good people management skill  positive attitude  knowledge of windows InternetEducation Details  Bachelor of Electrical Engineering Electrical Engineering Nashik Maharashtra Guru Gobind Singh College of Engineering and Research Centre Diploma Electrical Engineering Nashik Maharashtra S M E S Polytechnic CollegeTesting Engineer Skill Details EXCEL Exprience  6 monthsMS OFFICE Exprience  6 monthsWORD Exprience  6 monthsCompany Details company  description  Department TestingResponsibilities  To check ACB and VCB of  Circuit Breaker Following test conducted of Circuit Breaker as per drawing1 To check breaker timing2 To check contact resistance using contact resistance meter CRM 3 To check breaker insulation resistance IR 4 To check breaker rack out and rack in properly or not5 To check closing and tripping operation work properly or not To check and following test conducted in MCC  PCC panel1 Insulation Resistance IR test2 Contact Resistance CRM test3 To check connection on mcc  pcc panel as per drawing To check and following test conducted in transformer1  Insulation Resistance IR test2  Transformer Ratio test3 Transformer Vector Group test4 Magnetic Balance test5 Magnetic Current test6 To check the transformer tapping remotely as well as manually 7 To check the all alarm and tripping protection command work properlyOr not as per circuit diagram  To check and test conducted in HV cables1 HiPot test2 Insulation resistance IR test To check the LV cables using megger IR Test  To check the relay connections as per circuit diagramCreate the defects list which arising during the testing and try to find the solution to minimize the problemcompany  TRANS POWER SOLUTIONSdescription  LakeSite COOpSoc Adi Shankaracharya MargOpp IIT Main Gate Powai 400076
Testing, Willingness to accept the challenges  Positive thinking  Good learner  Team Player DECLARATION I hereby declare that the above mentioned information is correct up to my knowledge and I bear the responsibility for the correctness of the above mentioned particulars Date   Name Dongare Mandakini Murlidhar Signature Education Details June 2015 Electronics and Telecommunication Engineering  Kolhapur Maharashtra Shivaji UniversityJune 2012  Education  Secondary and Higher Secondary BE Electronics and Telecommunication  Jaywant College of Engineering and ManagementTesting Engineer Electronics Engineer  Abacus Electronics Pvt LtdSkill Details Language  C C Exprience  Less than 1 year monthsOperating Systems Windows 78NTXP Exprience  Less than 1 year monthsCompany Details company  Abacus Electronics Pvt Ltddescription  Duties Perform electronic system testing for acceptance compliance warranty and other types Develop test plan and procedure for electronic systems Maintain complete and accurate documentations for system testing Analyze and troubleshoot test defects in a timely fashion Write system assembly instructions and resolve assembly issues accurately Work with Supervisors to plan and coordinate test activities Evaluate system performance and suggest improvements Understand and interpret drawings schematics technical manuals and instructions Also performed Hardware testing debugging of hardware PCBs Follow company policies and safely regulations Work with crossfunctional teams to complete assigned job duties within deadlines Recommend process improvements to enhance testing efficiencycompany  Minilec India Pvt Ltd  Pirangootdescription  Taking responsibility for the quality of a companys productWorking with the departmental manager production staff and suppliers to ensure quality they aim to minimize the cost of reworking or waste and maximize customer satisfaction with the productTo establish implement and maintain quality management system to measure and control quality in the production processWork with the aim that to eliminate the causes of quality issues and reduce the risk of failure
Testing,PERSONAL SKILLS  Quick learner  Eagerness to learn new things  Competitive attitude  Good leadership qualities  Ability to deal with people diplomatically PERSONAL DOSSIER Fathers Name Dhanraj WaghEducation Details January 2012 to January 2016 Bachelors of Engineering Engineering Pune Maharashtra Pune UniversityJanuary 2012 Higher Secondary Certificate  Nashik Maharashtra SND College of Engineering and Research CenterJanuary 2010 Secondary School Certificate  Yeola Maharashtra Swami Muktanand Jr College HSC   Maharashtra State Board SSC   Maharashtra State Bard BE  Rajapur Uttar Pradesh Madhyamik Vidya Mandir RajapurTesting and Quality Control Engineer Testing and Quality Control Engineer  MS Rakesh Transformer Industries Pvt LtdSkill Details Company Details company  MS Rakesh Transformer Industries Pvt Ltddescription  Responsibilities     To conduct Routine test Type Test Temperature Rise Test Special Test on Transformers as per IS  IEC upto  10 MVA  33 KV Class  preparing of its test reports     Routine tests Type tests and Special tests as per IS 2026 IS 1180 IS 11171IEC60076 testManualinspection plans of Power Transformers Distribution Transformers Inverter Duty Converter DutyMotor Duty Transformer Furnace Transformer Auto Transformers Dry Type VPI  CRT LT TransformersSpecial Transformers     Testing Remote Tap Changer Cubicle RTCC Panel with OLTC and its operation  CTR Esun MR     Functional Testing of Transformer Accessories  BR PRV MOG WTI OTI and its Setting     In case any failure in testing analyses the root cause and submit the CAPA     Assist the customer or their representative at the time of inspection     In process testing of winding core assembly and core coil assembly     Handling 3rd party and Government Bodys Inspection     Preparation of Daily Internal Testing Reports and send to concern     Support Certification Audits ISO  BIS     Calibrationvalidation of tools instruments Measuring equipments     Suggest the client about proper maintenance of transformer     Doing all documentation and Maintain Records and Analyze the Test Results and Maintain Testing Ledger     In process Quality Inspection of Winding Core assembly Core Coil assembly as per Standard and as perorganizational Norms     Pre Dispatch Quality Inspection of Complete Product     Implementation of WHYWHY analysiscompany  MS Silverline Electricals Pvt Ltddescription  Routine tests Type tests Temperature Rise Test and Special tests as per IS 2026 IS 1180 testManualinspection plans of Distribution Transformer Power Transformer     Successfully handled Responsibilities of ERDAs testing     On site commissioning of Transformer     Assist the customer or their representative at the time of inspection     In process testing of winding core assembly and core coil assembly     Successfully handling 3rd party and Government Bodys Inspection     Preparation of Daily Internal Testing Reports and send to concern     Suggest the client about proper maintenance of transformer
Testing,COMPUTER SKILLS  SOFTWARE KNOWLEDGE MSPower Point MS  Office C Protius PCB Design Multisim Micro wind Matlab Keil Latex Basic I nternet Fundamentals Software and Hardware Knowledge PROJECT DETAILS Diploma Project Speed Control of DC Motor Using Heart Beats Mini Project Water Gardening System Using Solar Panel Final Year BE Project Iris Recognition systemEducation Details January 2016 BE EDUCATION Pune Maharashtra PUNE UniversityJanuary 2010 SSC   Maharashtra BoardQuality Engineer Quality Engineer  Matrix TechnologiesSkill Details MATLAB Exprience  6 monthsPCB Exprience  6 monthsPCB DESIGN Exprience  6 monthsCompany Details company  Matrix Technologiesdescription  company  RB Electronicsdescription  
Testing,Skill Set OS Windows XP788110 Database MYSQL sql server 2005 2008  2012 Languages Core Java Web Technology HTML CSS Testing Manual Testing Database Testing Other Bug tracking and reporting End user handlingEducation Details January 2016 MCS  Pune Maharashtra PVP College PravaranagarJanuary 2011 HSC   AKJunior CollegeJanuary 2009 SSC   AKMahavidyalyaJR TESTING ENGINEER JR TESTING ENGINEER  MTech Innovations LtdSkill Details TESTING Exprience  24 monthsWINDOWS XP Exprience  24 monthsCSS Exprience  6 monthsDATABASE Exprience  6 monthsDATABASE TESTING Exprience  6 monthsCompany Details company  MTech Innovations Ltddescription  Responsibilities      Analyzing the Testing Requirements      Preparing Test Plans Test Scenarios      Preparing Test Cases      Executing the test cases      Tracking bugs      Coordinating developers in order to fix it      Preparing test summary reports      Reporting quality manager      Attending meetingProjectsProject Name   1Web Based Time Attendance ApplicationEnvironment    Windows7 Vista Windows XP Windows 8 Windows 10Clients        MCCIA Sapphire Park Bramha Suncity Wanless hospitalRole           Software TestingDuration       6 monthsProject Name   Android 1Time Attendance Application   2Vehicle Tracking System   3Vistor Management SystemEnvironment    Android Mobile Android TabletClients        Vankan SecurityRole           Application TestingDuration       6 monthsProject Name   1Web Based Factory Automation Process   2Web Based Annual Maintenance ChargesEnvironment    Windows7 Vista Windows XP Windows 8 Windows 10Role           Software TestingDuration       6 monthsProject Name   Web Based Library Management SystemEnvironment    Windows7 Vista Windows XP Windows 8 Windows 10Role           Software TestingDuration       6 months
Testing, Good logical and analytical skills  Positive attitude towards solving problems and accepting challenges  A team player  leader  A good organizer PRESONAL DETAILS DOB 20071995 Marital status SingleEducation Details July 2015 to June 2018 BE Electrical Pune Maharashtra Sinhagad institute of technologyJanuary 2012 DIPLOMA MSBTE Kopargaon MAHARASHTRA IN KBPPolytechnicJanuary 2010 SSC SGVidyalaya  state boardTesting Engineer Electrical engineerSkill Details Company Details company  Intelux Electronics Pvt Ltddescription  1 Power management system Testing department
Testing,COMPUTER PROFICIENCY  Basic MSOffice PowerPoint word Outlook Excel  Language Known Basics of C CPP Java  Basics of Networking  Basics command of Linux PROJECT DETAILS Minor Project Details  Title Applocker for Android  Project Area Android Application  Description Applocker provides the protection of the System applications as well as the Third party applications installed in the Android devices The password protection is provided with the help of patterns of volume keys Hence an extra measure of privacy is acquired Major Project Details  Title Online Complaint System For Cyber Crimes  Project Area Android Application  Description Online Complaint System for Cyber Crimes is an android application which will be in use after a person lodged a complaint in Police station regarding cyber crime but no action has been taken against it within the prescribed time constraint Such person will directly use this application which will help himher to directly lodge the complaint to Commissioner Office and it will get store in the Commissioners database and necessary action will be taken against it STRENGTHS  Belief in team work both as a team member and a leader  Hard and ethical workerEducation Details January 2013 to January 2016 BE Yeshwantrao Chavan Nagpur Maharashtra Nagpur University Diploma Aggregate  Maharashtra State SSC Education Nagpur Maharashtra Maharashtra StateTesting engineer Skill Details ANDROID Exprience  6 monthsCPP Exprience  6 monthsDATABASE Exprience  6 monthsEXCEL Exprience  6 monthsJAVA Exprience  6 monthsSelenium Exprience  12 monthsAutomation Testing Exprience  12 monthsSelenium Webdriver Exprience  12 monthsManual Testing Exprience  6 monthsRegression Testing Exprience  6 monthsCompany Details company  Maxgen technologiesdescription  Im a software test engineer working at Maxgen technologies from past 1 year
Testing,Computer Skills  Proficient in MS office Word Basic Excel Power point Strength  Hard working Loyalty  Creativity  Selfmotivated Responsible  Initiative  Good people management skill  positive attitude  knowledge of windows InternetEducation Details  Bachelor of Electrical Engineering Electrical Engineering Nashik Maharashtra Guru Gobind Singh College of Engineering and Research Centre Diploma Electrical Engineering Nashik Maharashtra S M E S Polytechnic CollegeTesting Engineer Skill Details EXCEL Exprience  6 monthsMS OFFICE Exprience  6 monthsWORD Exprience  6 monthsCompany Details company  description  Department TestingResponsibilities  To check ACB and VCB of  Circuit Breaker Following test conducted of Circuit Breaker as per drawing1 To check breaker timing2 To check contact resistance using contact resistance meter CRM 3 To check breaker insulation resistance IR 4 To check breaker rack out and rack in properly or not5 To check closing and tripping operation work properly or not To check and following test conducted in MCC  PCC panel1 Insulation Resistance IR test2 Contact Resistance CRM test3 To check connection on mcc  pcc panel as per drawing To check and following test conducted in transformer1  Insulation Resistance IR test2  Transformer Ratio test3 Transformer Vector Group test4 Magnetic Balance test5 Magnetic Current test6 To check the transformer tapping remotely as well as manually 7 To check the all alarm and tripping protection command work properlyOr not as per circuit diagram  To check and test conducted in HV cables1 HiPot test2 Insulation resistance IR test To check the LV cables using megger IR Test  To check the relay connections as per circuit diagramCreate the defects list which arising during the testing and try to find the solution to minimize the problemcompany  TRANS POWER SOLUTIONSdescription  LakeSite COOpSoc Adi Shankaracharya MargOpp IIT Main Gate Powai 400076
Testing, Willingness to accept the challenges  Positive thinking  Good learner  Team Player DECLARATION I hereby declare that the above mentioned information is correct up to my knowledge and I bear the responsibility for the correctness of the above mentioned particulars Date   Name Dongare Mandakini Murlidhar Signature Education Details June 2015 Electronics and Telecommunication Engineering  Kolhapur Maharashtra Shivaji UniversityJune 2012  Education  Secondary and Higher Secondary BE Electronics and Telecommunication  Jaywant College of Engineering and ManagementTesting Engineer Electronics Engineer  Abacus Electronics Pvt LtdSkill Details Language  C C Exprience  Less than 1 year monthsOperating Systems Windows 78NTXP Exprience  Less than 1 year monthsCompany Details company  Abacus Electronics Pvt Ltddescription  Duties Perform electronic system testing for acceptance compliance warranty and other types Develop test plan and procedure for electronic systems Maintain complete and accurate documentations for system testing Analyze and troubleshoot test defects in a timely fashion Write system assembly instructions and resolve assembly issues accurately Work with Supervisors to plan and coordinate test activities Evaluate system performance and suggest improvements Understand and interpret drawings schematics technical manuals and instructions Also performed Hardware testing debugging of hardware PCBs Follow company policies and safely regulations Work with crossfunctional teams to complete assigned job duties within deadlines Recommend process improvements to enhance testing efficiencycompany  Minilec India Pvt Ltd  Pirangootdescription  Taking responsibility for the quality of a companys productWorking with the departmental manager production staff and suppliers to ensure quality they aim to minimize the cost of reworking or waste and maximize customer satisfaction with the productTo establish implement and maintain quality management system to measure and control quality in the production processWork with the aim that to eliminate the causes of quality issues and reduce the risk of failure
Testing,PERSONAL SKILLS  Quick learner  Eagerness to learn new things  Competitive attitude  Good leadership qualities  Ability to deal with people diplomatically PERSONAL DOSSIER Fathers Name Dhanraj WaghEducation Details January 2012 to January 2016 Bachelors of Engineering Engineering Pune Maharashtra Pune UniversityJanuary 2012 Higher Secondary Certificate  Nashik Maharashtra SND College of Engineering and Research CenterJanuary 2010 Secondary School Certificate  Yeola Maharashtra Swami Muktanand Jr College HSC   Maharashtra State Board SSC   Maharashtra State Bard BE  Rajapur Uttar Pradesh Madhyamik Vidya Mandir RajapurTesting and Quality Control Engineer Testing and Quality Control Engineer  MS Rakesh Transformer Industries Pvt LtdSkill Details Company Details company  MS Rakesh Transformer Industries Pvt Ltddescription  Responsibilities     To conduct Routine test Type Test Temperature Rise Test Special Test on Transformers as per IS  IEC upto  10 MVA  33 KV Class  preparing of its test reports     Routine tests Type tests and Special tests as per IS 2026 IS 1180 IS 11171IEC60076 testManualinspection plans of Power Transformers Distribution Transformers Inverter Duty Converter DutyMotor Duty Transformer Furnace Transformer Auto Transformers Dry Type VPI  CRT LT TransformersSpecial Transformers     Testing Remote Tap Changer Cubicle RTCC Panel with OLTC and its operation  CTR Esun MR     Functional Testing of Transformer Accessories  BR PRV MOG WTI OTI and its Setting     In case any failure in testing analyses the root cause and submit the CAPA     Assist the customer or their representative at the time of inspection     In process testing of winding core assembly and core coil assembly     Handling 3rd party and Government Bodys Inspection     Preparation of Daily Internal Testing Reports and send to concern     Support Certification Audits ISO  BIS     Calibrationvalidation of tools instruments Measuring equipments     Suggest the client about proper maintenance of transformer     Doing all documentation and Maintain Records and Analyze the Test Results and Maintain Testing Ledger     In process Quality Inspection of Winding Core assembly Core Coil assembly as per Standard and as perorganizational Norms     Pre Dispatch Quality Inspection of Complete Product     Implementation of WHYWHY analysiscompany  MS Silverline Electricals Pvt Ltddescription  Routine tests Type tests Temperature Rise Test and Special tests as per IS 2026 IS 1180 testManualinspection plans of Distribution Transformer Power Transformer     Successfully handled Responsibilities of ERDAs testing     On site commissioning of Transformer     Assist the customer or their representative at the time of inspection     In process testing of winding core assembly and core coil assembly     Successfully handling 3rd party and Government Bodys Inspection     Preparation of Daily Internal Testing Reports and send to concern     Suggest the client about proper maintenance of transformer
Testing,COMPUTER SKILLS  SOFTWARE KNOWLEDGE MSPower Point MS  Office C Protius PCB Design Multisim Micro wind Matlab Keil Latex Basic I nternet Fundamentals Software and Hardware Knowledge PROJECT DETAILS Diploma Project Speed Control of DC Motor Using Heart Beats Mini Project Water Gardening System Using Solar Panel Final Year BE Project Iris Recognition systemEducation Details January 2016 BE EDUCATION Pune Maharashtra PUNE UniversityJanuary 2010 SSC   Maharashtra BoardQuality Engineer Quality Engineer  Matrix TechnologiesSkill Details MATLAB Exprience  6 monthsPCB Exprience  6 monthsPCB DESIGN Exprience  6 monthsCompany Details company  Matrix Technologiesdescription  company  RB Electronicsdescription  
